time,exploit_mean,reward_50%,exploit_qs_25%,exploit_median,exploit_rewards_count,exploit_count,length,explore_qs_75%,explore_qs_min,exploit_qs_50%,q_count,reward_median,exploit_qs_std,reward_range,exploit_50%,explore_qs_total,q_75%,exploit_range,exploit_qs_mean,reward_max,exploit_rewards_max,q_25%,explore_rewards_75%,exploit_rewards_min,explore_rewards_mean,explore_qs_max,exploit_25%,exploit_rewards_std,explore_rewards_25%,num_exploits,exploit_rewards_25%,exploit_qs_median,exploit_std,exploit_total,explore_qs_count,exploit_action_count,exploit_rewards_total,q_mean,reward_total,exploit_qs_range,explore_rewards_median,explore_qs_25%,explore_qs_median,explore_rewards_count,exploit_qs_total,exploit_qs_75%,exploit_qs_min,exploit_rewards_75%,exploit_min,explore_qs_std,reward_std,q_max,q_median,explore_rewards_range,explore_qs_mean,explore_rewards_max,exploit_qs_max,exploit_max,explore_rewards_min,exploit_rewards_mean,q_total,reward_min,exploit_rewards_50%,reward_mean,explore_rewards_std,explore_rewards_50%,reward_75%,exploit_rewards_range,reward_25%,q_range,reward_count,q_std,explore_qs_50%,exploit_qs_count,exploit_75%,explore_rewards_total,q_50%,q_min,explore_qs_range,exploit_rewards_median
2014-08-17 22:49:26.722157,0.0,0.0,nan,0.0,0.0,138,138,0.0,0.0,nan,138.0,0.0,nan,2,0.0,0.0,0.0,False,nan,1.0,nan,0.0,0.0,nan,0.0507246376812,0.0,0.0,nan,0.0,0,nan,nan,0.0,0,138.0,0,0,0.0,7,nan,0.0,0.0,0.0,138.0,0,nan,nan,nan,False,0.0,0.251200439586,0.0,0.0,2,0.0,1.0,nan,False,-1.0,nan,0.0,-1.0,nan,0.0507246376812,0.251200439586,0.0,0.0,nan,0.0,0.0,138.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,nan
2014-08-17 22:49:56.782965,0.0,0.0,nan,0.0,0.0,140,140,0.0,0.0,nan,140.0,0.0,nan,2,0.0,0.0,0.0,False,nan,1.0,nan,0.0,0.0,nan,0.05,0.0,0.0,nan,0.0,0,nan,nan,0.0,0,140.0,0,0,0.0,7,nan,0.0,0.0,0.0,140.0,0,nan,nan,nan,False,0.0,0.249459848127,0.0,0.0,2,0.0,1.0,nan,False,-1.0,nan,0.0,-1.0,nan,0.05,0.249459848127,0.0,0.0,nan,0.0,0.0,140.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,nan
