time,explore_qs_count,explore_qs_mean,explore_qs_std,explore_qs_min,explore_qs_25%,explore_qs_50%,explore_qs_75%,explore_qs_max,explore_qs_median,explore_qs_total,explore_qs_range,explore_rewards_count,explore_rewards_mean,explore_rewards_std,explore_rewards_min,explore_rewards_25%,explore_rewards_50%,explore_rewards_75%,explore_rewards_max,explore_rewards_median,explore_rewards_total,explore_rewards_range,exploit_rewards_count,exploit_rewards_mean,exploit_rewards_std,exploit_rewards_min,exploit_rewards_25%,exploit_rewards_50%,exploit_rewards_75%,exploit_rewards_max,exploit_rewards_median,exploit_rewards_total,exploit_rewards_range,q_count,q_mean,q_std,q_min,q_25%,q_50%,q_75%,q_max,q_median,q_total,q_range,exploit_qs_count,exploit_qs_mean,exploit_qs_std,exploit_qs_min,exploit_qs_25%,exploit_qs_50%,exploit_qs_75%,exploit_qs_max,exploit_qs_median,exploit_qs_total,exploit_qs_range,reward_count,reward_mean,reward_std,reward_min,reward_25%,reward_50%,reward_75%,reward_max,reward_median,reward_total,reward_range,num_exploits,exploit_action_count,length
2014-08-25 17:57:26.249207,206.0,0.434744000146,0.0360174903633,0.396509230137,0.39688295871,0.438739001751,0.461426481605,0.511395335197,0.438739001751,89.55726403,0.114886105061,206.0,0.0339805825243,0.20674169016,-1.0,0.0,0.0,0.0,1.0,0.0,7,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,206.0,0.434744000146,0.0360174903633,0.396509230137,0.39688295871,0.438739001751,0.461426481605,0.511395335197,0.438739001751,89.55726403,0.114886105061,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,206.0,0.0339805825243,0.20674169016,-1.0,0.0,0.0,0.0,1.0,0.0,7,2,0,0,206
2014-08-25 17:59:40.466375,162.0,0.467758438837,0.021012653779,0.4156203866,0.448076225817,0.472656220198,0.483798518777,0.511845767498,0.472656220198,75.7768670917,0.0962253808975,162.0,0.0493827160494,0.244249875511,-1.0,0.0,0.0,0.0,1.0,0.0,8,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,162.0,0.467758438837,0.021012653779,0.4156203866,0.448076225817,0.472656220198,0.483798518777,0.511845767498,0.472656220198,75.7768670917,0.0962253808975,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,162.0,0.0493827160494,0.244249875511,-1.0,0.0,0.0,0.0,1.0,0.0,8,2,0,0,162
2014-08-25 18:01:24.318821,208.0,0.439600728739,0.0226729877981,0.39842274785,0.422898709774,0.433405131102,0.447459958494,0.502346873283,0.433405131102,91.4369515777,0.103924125433,208.0,0.0769230769231,0.284623921452,-1.0,0.0,0.0,0.0,1.0,0.0,16,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,208.0,0.439600728739,0.0226729877981,0.39842274785,0.422898709774,0.433405131102,0.447459958494,0.502346873283,0.433405131102,91.4369515777,0.103924125433,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,208.0,0.0769230769231,0.284623921452,-1.0,0.0,0.0,0.0,1.0,0.0,16,2,0,0,208
